T5,40.658
T8,45.34
T16,46.481
T18,49.093
T17,51.965
T4,56.758
T15,57.2
T12,57.859
T9,58.298
T6,59.82
T14,60.258
T20,64.953
T3,65.437
T7,66.657
T19,67.79
T13,70.124
T11,79.108
T1,79.548
T2,80.22
T10,82.305
